kernelversion,contributor,value,Percentage
Linux-2.6.21(2007-04-25),QLogic,46,0.92
Linux-2.6.21(2007-04-25),Parallels,43,0.86
Linux-2.6.21(2007-04-25),SONY,39,0.78
Linux-2.6.21(2007-04-25),Wolfson Microelectronics,39,0.78
Linux-2.6.21(2007-04-25),Toshiba,38,0.76
Linux-2.6.21(2007-04-25),HP,36,0.72
Linux-2.6.21(2007-04-25),Toshiba Computer,36,0.72
Linux-2.6.21(2007-04-25),NetApp,34,0.68
Linux-2.6.21(2007-04-25),"Rowland Institute, Harvard",34,0.68
Linux-2.6.21(2007-04-25),Chelsio,32,0.64
Linux-2.6.21(2007-04-25),OpenedHand,31,0.62
Linux-2.6.21(2007-04-25),Atmel,27,0.54
Linux-2.6.21(2007-04-25),Fujitsu,25,0.50
Linux-2.6.21(2007-04-25),VMWare,24,0.48
Linux-2.6.21(2007-04-25),Broadcom,21,0.42
Linux-2.6.21(2007-04-25),Nokia,19,0.38
Linux-2.6.21(2007-04-25),Mellanox Technologies,18,0.36
Linux-2.6.21(2007-04-25),Open Grid Computing,18,0.36
Linux-2.6.21(2007-04-25),VA LINUX,18,0.36
Linux-2.6.21(2007-04-25),SANPeople,18,0.36
Linux-2.6.21(2007-04-25),LSI,17,0.34
Linux-2.6.21(2007-04-25),NVIDIA,17,0.34
Linux-2.6.21(2007-04-25),P.A. Semi,17,0.34
Linux-2.6.21(2007-04-25),Cosmosbay~Vectis,15,0.30
Linux-2.6.21(2007-04-25),Endrelia,15,0.30
Linux-2.6.21(2007-04-25),ARM,14,0.28
Linux-2.6.21(2007-04-25),Cisco,14,0.28
Linux-2.6.21(2007-04-25),Myricom,14,0.28
Linux-2.6.21(2007-04-25),Samsung,13,0.26
Linux-2.6.21(2007-04-25),Tripeaks,12,0.24
Linux-2.6.21(2007-04-25),Analog Devices,12,0.24
Linux-2.6.21(2007-04-25),AMD,11,0.22
Linux-2.6.21(2007-04-25),Mandriva,11,0.22
Linux-2.6.21(2007-04-25),Fixstars Technologies,10,0.20
Linux-2.6.21(2007-04-25),NTT,10,0.20
Linux-2.6.21(2007-04-25),EXAR,10,0.20
Linux-2.6.21(2007-04-25),Marvell,9,0.18
Linux-2.6.21(2007-04-25),Symantec,9,0.18
Linux-2.6.21(2007-04-25),Hitachi,8,0.16
Linux-2.6.21(2007-04-25),Real-Time Remedies,7,0.14
Linux-2.6.21(2007-04-25),PiKRON s.r.o,7,0.14
Linux-2.6.21(2007-04-25),Miracle Linux,7,0.14
Linux-2.6.21(2007-04-25),SteelEye,6,0.12
Linux-2.6.21(2007-04-25),Solid Boot,6,0.12
Linux-2.6.21(2007-04-25),Wave Computing,6,0.12
Linux-2.6.21(2007-04-25),MSC Vertriebs GmbH,5,0.10
Linux-2.6.21(2007-04-25),DSA,5,0.10
Linux-2.6.21(2007-04-25),Ericsson,5,0.10
Linux-2.6.21(2007-04-25),Digi International,5,0.10
Linux-2.6.21(2007-04-25),Unisys,4,0.08
Linux-2.6.21(2007-04-25),CC Computer Consultants,4,0.08
Linux-2.6.21(2007-04-25),Basler Vision Technologies,4,0.08
Linux-2.6.21(2007-04-25),Atomide,4,0.08
Linux-2.6.21(2007-04-25),Debian,4,0.08
Linux-2.6.21(2007-04-25),US National Security Agency,3,0.06
Linux-2.6.21(2007-04-25),Secret Lab,3,0.06
Linux-2.6.21(2007-04-25),DENX Software Engineering,3,0.06
Linux-2.6.21(2007-04-25),Rockwell,3,0.06
Linux-2.6.21(2007-04-25),Trinnov Audio,3,0.06
Linux-2.6.21(2007-04-25),OpenMoko,3,0.06
Linux-2.6.21(2007-04-25),vpop.net,3,0.06
Linux-2.6.21(2007-04-25),CISCO,3,0.06
Linux-2.6.21(2007-04-25),Adaptec,2,0.04
Linux-2.6.21(2007-04-25),Tungsten Graphics,2,0.04
Linux-2.6.21(2007-04-25),CodeSourcery,2,0.04
Linux-2.6.21(2007-04-25),LinBit,2,0.04
Linux-2.6.21(2007-04-25),Sierra Wireless,2,0.04
Linux-2.6.21(2007-04-25),GTCO CalComp,2,0.04
Linux-2.6.21(2007-04-25),Realtek,2,0.04
Linux-2.6.21(2007-04-25),Embedded Alley Solutions,2,0.04
Linux-2.6.21(2007-04-25),Rogers,2,0.04
Linux-2.6.21(2007-04-25),STMicroelectronics,2,0.04
Linux-2.6.21(2007-04-25),Canonical,2,0.04
Linux-2.6.21(2007-04-25),NXP,2,0.04
Linux-2.6.21(2007-04-25),ESD Electronics,2,0.04
Linux-2.6.21(2007-04-25),XIV Information Systems,2,0.04
Linux-2.6.21(2007-04-25),AXIS,2,0.04
Linux-2.6.21(2007-04-25),Pardus Linux,2,0.04
Linux-2.6.21(2007-04-25),Citrix,2,0.04
Linux-2.6.21(2007-04-25),rPath,2,0.04
Linux-2.6.21(2007-04-25),LWN,2,0.04
Linux-2.6.21(2007-04-25),University of Queensland,2,0.04
Linux-2.6.21(2007-04-25),Reflex Security,2,0.04
Linux-2.6.21(2007-04-25),Densan,2,0.04
Linux-2.6.21(2007-04-25),NEC,2,0.04
Linux-2.6.21(2007-04-25),DELL,2,0.04
Linux-2.6.21(2007-04-25),Voltaire,2,0.04
Linux-2.6.21(2007-04-25),Panasas,1,0.02
Linux-2.6.21(2007-04-25),Obsidian Research,1,0.02
Linux-2.6.21(2007-04-25),HES-SO Valais Wallis,1,0.02
Linux-2.6.21(2007-04-25),INL,1,0.02
Linux-2.6.21(2007-04-25),Shiny Srl,1,0.02
Linux-2.6.21(2007-04-25),"VIA Technologies, Inc.",1,0.02
Linux-2.6.21(2007-04-25),Videon Central,1,0.02
Linux-2.6.21(2007-04-25),Pengutronix,1,0.02
Linux-2.6.21(2007-04-25),University of Cambridge,1,0.02
Linux-2.6.21(2007-04-25),Avocent,1,0.02
Linux-2.6.21(2007-04-25),Tundra Semiconductor,1,0.02
Linux-2.6.21(2007-04-25),ZING Systems,1,0.02
Linux-2.6.21(2007-04-25),SWAPP,1,0.02
Linux-2.6.21(2007-04-25),xandrOS,1,0.02
Linux-2.6.21(2007-04-25),ITO,1,0.02
Linux-2.6.21(2007-04-25),Geomatys,1,0.02
Linux-2.6.21(2007-04-25),Raritan,1,0.02
Linux-2.6.21(2007-04-25),Stratus Technologies,1,0.02
Linux-2.6.21(2007-04-25),XS4ALL Internet bv,1,0.02
Linux-2.6.21(2007-04-25),UHU-Linux,1,0.02
Linux-2.6.21(2007-04-25),EXOSEC,1,0.02
Linux-2.6.21(2007-04-25),PARROT S.A.,1,0.02
Linux-2.6.21(2007-04-25),DiBcom,1,0.02
Linux-2.6.21(2007-04-25),Barco,1,0.02
Linux-2.6.21(2007-04-25),Bootlin,1,0.02
Linux-2.6.21(2007-04-25),Wacom,1,0.02
Linux-2.6.21(2007-04-25),Vernier Software and Technology,1,0.02
Linux-2.6.21(2007-04-25),Texas Instruments,1,0.02
Linux-2.6.21(2007-04-25),ADLINK,1,0.02
Linux-2.6.21(2007-04-25),ACM,1,0.02
Linux-2.6.21(2007-04-25),Sirrix,1,0.02
Linux-2.6.21(2007-04-25),caiaq,1,0.02
Linux-2.6.21(2007-04-25),Tower Technologies,1,0.02
Linux-2.6.21(2007-04-25),National Instruments,1,0.02
Linux-2.6.21(2007-04-25),Shadow Connect,1,0.02
Linux-2.6.21(2007-04-25),IRAM,1,0.02
Linux-2.6.21(2007-04-25),Mercury Computer Systems,1,0.02
Linux-2.6.21(2007-04-25),BEC Systems,1,0.02
Linux-2.6.21(2007-04-25),Telargo,1,0.02
Linux-2.6.21(2007-04-25),NameSys,1,0.02
Linux-2.6.21(2007-04-25),Wipro,1,0.02
Linux-2.6.21(2007-04-25),Los Alamos National Laboratory,1,0.02
Linux-2.6.20(2007-02-04),Hobbyists,849,17.83
Linux-2.6.20(2007-02-04),Red Hat,699,14.68
Linux-2.6.20(2007-02-04),IBM,433,9.09
Linux-2.6.20(2007-02-04),Novell,301,6.32
Linux-2.6.20(2007-02-04),Unknown,244,5.12
Linux-2.6.20(2007-02-04),Intel,229,4.81
Linux-2.6.20(2007-02-04),Linux Foundation,192,4.03
Linux-2.6.20(2007-02-04),Oracle,145,3.05
Linux-2.6.20(2007-02-04),Academics,114,2.39
Linux-2.6.20(2007-02-04),Movial,88,1.85
Linux-2.6.20(2007-02-04),SGI,64,1.34
Linux-2.6.20(2007-02-04),Astaro,63,1.32
Linux-2.6.20(2007-02-04),HP,62,1.30
Linux-2.6.20(2007-02-04),Imagination Technologies,61,1.28
Linux-2.6.20(2007-02-04),Mandriva,61,1.28
Linux-2.6.20(2007-02-04),MontaVista,59,1.24
Linux-2.6.20(2007-02-04),Consultants,57,1.20
Linux-2.6.20(2007-02-04),Renesas Electronics,57,1.20
Linux-2.6.20(2007-02-04),SANPeople,53,1.11
Linux-2.6.20(2007-02-04),Fixstars Technologies,43,0.90
Linux-2.6.20(2007-02-04),Parallels,41,0.86
Linux-2.6.20(2007-02-04),QLogic,39,0.82
Linux-2.6.20(2007-02-04),Broadcom,39,0.82
Linux-2.6.20(2007-02-04),NetApp,34,0.71
Linux-2.6.20(2007-02-04),SONY,33,0.69
Linux-2.6.20(2007-02-04),SIMTEC,31,0.65
Linux-2.6.20(2007-02-04),Toshiba Computer,29,0.61
Linux-2.6.20(2007-02-04),Verismo,28,0.59
Linux-2.6.20(2007-02-04),Freescale,28,0.59
Linux-2.6.20(2007-02-04),Atmel,25,0.53
Linux-2.6.20(2007-02-04),"Rowland Institute, Harvard",23,0.48
Linux-2.6.20(2007-02-04),Tungsten Graphics,22,0.46
Linux-2.6.20(2007-02-04),AMD,20,0.42
Linux-2.6.20(2007-02-04),XMission,19,0.40
Linux-2.6.20(2007-02-04),Symantec,18,0.38
Linux-2.6.20(2007-02-04),Secret Lab,18,0.38
Linux-2.6.20(2007-02-04),Citrix,18,0.38
Linux-2.6.20(2007-02-04),Myricom,17,0.36
Linux-2.6.20(2007-02-04),NTT,16,0.34
Linux-2.6.20(2007-02-04),Marvell,16,0.34
Linux-2.6.20(2007-02-04),Fujitsu,15,0.32
Linux-2.6.20(2007-02-04),Cisco,14,0.29
Linux-2.6.20(2007-02-04),Pengutronix,13,0.27
Linux-2.6.20(2007-02-04),Google,12,0.25
Linux-2.6.20(2007-02-04),Samsung,12,0.25
Linux-2.6.20(2007-02-04),VA LINUX,12,0.25
Linux-2.6.20(2007-02-04),Cosmosbay~Vectis,11,0.23
Linux-2.6.20(2007-02-04),Mellanox Technologies,10,0.21
Linux-2.6.20(2007-02-04),USAGI,10,0.21
Linux-2.6.20(2007-02-04),NEC,10,0.21
Linux-2.6.20(2007-02-04),Emulex,9,0.19
Linux-2.6.20(2007-02-04),STMicroelectronics,9,0.19
Linux-2.6.20(2007-02-04),Tripeaks,8,0.17
Linux-2.6.20(2007-02-04),SteelEye,8,0.17
Linux-2.6.20(2007-02-04),NVIDIA,8,0.17
Linux-2.6.20(2007-02-04),Toshiba,8,0.17
Linux-2.6.20(2007-02-04),Promise Technology,8,0.17
Linux-2.6.20(2007-02-04),CC Computer Consultants,7,0.15
Linux-2.6.20(2007-02-04),Nokia,7,0.15
Linux-2.6.20(2007-02-04),Analog Devices,7,0.15
Linux-2.6.20(2007-02-04),Trusted Computer Solutions,6,0.13
Linux-2.6.20(2007-02-04),ZING Systems,6,0.13
Linux-2.6.20(2007-02-04),LWN,6,0.13
Linux-2.6.20(2007-02-04),LSI,6,0.13
Linux-2.6.20(2007-02-04),OpenedHand,5,0.11
Linux-2.6.20(2007-02-04),VMWare,5,0.11
Linux-2.6.20(2007-02-04),8D Technologies,5,0.11
Linux-2.6.20(2007-02-04),Linux Networx,4,0.08
Linux-2.6.20(2007-02-04),Tresys,4,0.08
Linux-2.6.20(2007-02-04),Linutronix,4,0.08
Linux-2.6.20(2007-02-04),IC Plus,4,0.08
Linux-2.6.20(2007-02-04),Hitachi,4,0.08
Linux-2.6.20(2007-02-04),PiKRON s.r.o,4,0.08
Linux-2.6.20(2007-02-04),Tensilica,4,0.08
Linux-2.6.20(2007-02-04),P.A. Semi,3,0.06
Linux-2.6.20(2007-02-04),GNU,3,0.06
Linux-2.6.20(2007-02-04),Basler Vision Technologies,3,0.06
Linux-2.6.20(2007-02-04),Adaptec,3,0.06
Linux-2.6.20(2007-02-04),Bull SAS,3,0.06
Linux-2.6.20(2007-02-04),Canonical,3,0.06
Linux-2.6.20(2007-02-04),Barco,3,0.06
Linux-2.6.20(2007-02-04),Miracle Linux,3,0.06
Linux-2.6.20(2007-02-04),DiBcom,3,0.06
Linux-2.6.20(2007-02-04),Hauppauge,3,0.06
Linux-2.6.20(2007-02-04),Rogers,3,0.06
Linux-2.6.20(2007-02-04),SYSGO,3,0.06
Linux-2.6.20(2007-02-04),Telegraaf,3,0.06
Linux-2.6.20(2007-02-04),Winbond Electronics,3,0.06
Linux-2.6.20(2007-02-04),ANDURAS,2,0.04
Linux-2.6.20(2007-02-04),AXIS,2,0.04
Linux-2.6.20(2007-02-04),Freebox,2,0.04
Linux-2.6.20(2007-02-04),Tower Technologies,2,0.04
Linux-2.6.20(2007-02-04),KFKI Research Institute,2,0.04
Linux-2.6.20(2007-02-04),vpop.net,2,0.04
Linux-2.6.20(2007-02-04),Elan Digital Systems,2,0.04
Linux-2.6.20(2007-02-04),Azingo,2,0.04
Linux-2.6.20(2007-02-04),NameSys,2,0.04
Linux-2.6.20(2007-02-04),3M Company,2,0.04
Linux-2.6.20(2007-02-04),Debian,2,0.04
Linux-2.6.20(2007-02-04),Voltaire,2,0.04
Linux-2.6.20(2007-02-04),Tuxera,2,0.04
Linux-2.6.20(2007-02-04),ARM,2,0.04
Linux-2.6.20(2007-02-04),FC-Group,1,0.02
Linux-2.6.20(2007-02-04),AML,1,0.02
Linux-2.6.20(2007-02-04),ALT Linux,1,0.02
Linux-2.6.20(2007-02-04),DENX Software Engineering,1,0.02
Linux-2.6.20(2007-02-04),Rockwell,1,0.02
Linux-2.6.20(2007-02-04),Wireless Cables Inc.,1,0.02
Linux-2.6.20(2007-02-04),M&N Solutions,1,0.02
Linux-2.6.20(2007-02-04),Science Fiction Technologies,1,0.02
Linux-2.6.20(2007-02-04),Devicescape,1,0.02
Linux-2.6.20(2007-02-04),INL,1,0.02
Linux-2.6.20(2007-02-04),Arcturus,1,0.02
Linux-2.6.20(2007-02-04),Concurrent Computer Corporation,1,0.02
Linux-2.6.20(2007-02-04),Uplogix,1,0.02
Linux-2.6.20(2007-02-04),Texas Instruments,1,0.02
Linux-2.6.20(2007-02-04),Microgate,1,0.02
Linux-2.6.20(2007-02-04),StreetFire Sound Labs,1,0.02
Linux-2.6.20(2007-02-04),Teamlog,1,0.02
Linux-2.6.20(2007-02-04),Guntermann & Drunck GmbH,1,0.02
Linux-2.6.20(2007-02-04),Panasas,1,0.02
Linux-2.6.20(2007-02-04),Edinburgh Robotics,1,0.02
Linux-2.6.20(2007-02-04),Trinnov Audio,1,0.02
Linux-2.6.20(2007-02-04),New Dream Network,1,0.02
Linux-2.6.20(2007-02-04),Nucleus Systems,1,0.02
Linux-2.6.20(2007-02-04),Wacom,1,0.02
Linux-2.6.20(2007-02-04),Coraid,1,0.02
Linux-2.6.20(2007-02-04),CodeSourcery,1,0.02
Linux-2.6.20(2007-02-04),Macq Electronique,1,0.02
Linux-2.6.20(2007-02-04),Open Grid Computing,1,0.02
Linux-2.6.20(2007-02-04),Shiny Srl,1,0.02
Linux-2.6.20(2007-02-04),LinBit,1,0.02
Linux-2.6.20(2007-02-04),GTCO CalComp,1,0.02
Linux-2.6.20(2007-02-04),Ericsson,1,0.02
Linux-2.6.20(2007-02-04),DELL,1,0.02
Linux-2.6.20(2007-02-04),rPath,1,0.02
Linux-2.6.20(2007-02-04),"VIA Technologies, Inc.",1,0.02
Linux-2.6.20(2007-02-04),Jmicron,1,0.02
Linux-2.6.19(2006-11-29),Red Hat,1279,19.14
Linux-2.6.19(2006-11-29),Hobbyists,933,13.96
Linux-2.6.19(2006-11-29),IBM,650,9.73
Linux-2.6.19(2006-11-29),Novell,591,8.85
Linux-2.6.19(2006-11-29),Intel,324,4.85
Linux-2.6.19(2006-11-29),Unknown,269,4.03
Linux-2.6.19(2006-11-29),Linux Foundation,240,3.59
Linux-2.6.19(2006-11-29),Oracle,168,2.51
Linux-2.6.19(2006-11-29),SGI,140,2.10
Linux-2.6.19(2006-11-29),Renesas Electronics,126,1.89
Linux-2.6.19(2006-11-29),Academics,125,1.87
Linux-2.6.19(2006-11-29),Parallels,114,1.71
Linux-2.6.19(2006-11-29),Imagination Technologies,109,1.63
Linux-2.6.19(2006-11-29),Consultants,98,1.47
Linux-2.6.19(2006-11-29),HP,88,1.32
Linux-2.6.19(2006-11-29),Astaro,87,1.30
Linux-2.6.19(2006-11-29),XMission,84,1.26
Linux-2.6.19(2006-11-29),QLogic,71,1.06
Linux-2.6.19(2006-11-29),Movial,63,0.94
Linux-2.6.19(2006-11-29),"Rowland Institute, Harvard",58,0.87
Linux-2.6.19(2006-11-29),MontaVista,53,0.79
Linux-2.6.19(2006-11-29),Hitachi,49,0.73
Linux-2.6.19(2006-11-29),USAGI,41,0.61
Linux-2.6.19(2006-11-29),Atmel,38,0.57
Linux-2.6.19(2006-11-29),Marvell,37,0.55
Linux-2.6.19(2006-11-29),Google,35,0.52
Linux-2.6.19(2006-11-29),Fujitsu,34,0.51
Linux-2.6.19(2006-11-29),NetApp,33,0.49
Linux-2.6.19(2006-11-29),Freescale,32,0.48
Linux-2.6.19(2006-11-29),SIMTEC,31,0.46
Linux-2.6.19(2006-11-29),SteelEye,30,0.45
Linux-2.6.19(2006-11-29),Tripeaks,30,0.45
Linux-2.6.19(2006-11-29),Toshiba Computer,27,0.40
Linux-2.6.19(2006-11-29),Mellanox Technologies,24,0.36
Linux-2.6.19(2006-11-29),Mandriva,23,0.34
Linux-2.6.19(2006-11-29),Fixstars Technologies,23,0.34
Linux-2.6.19(2006-11-29),Verismo,21,0.31
Linux-2.6.19(2006-11-29),VA LINUX,17,0.25
Linux-2.6.19(2006-11-29),Solid Boot,17,0.25
Linux-2.6.19(2006-11-29),Tungsten Graphics,16,0.24
Linux-2.6.19(2006-11-29),Trusted Computer Solutions,16,0.24
Linux-2.6.19(2006-11-29),Broadcom,16,0.24
Linux-2.6.19(2006-11-29),Cecropia,15,0.22
Linux-2.6.19(2006-11-29),NTT,15,0.22
Linux-2.6.19(2006-11-29),Samsung,15,0.22
Linux-2.6.19(2006-11-29),Myricom,14,0.21
Linux-2.6.19(2006-11-29),Canonical,14,0.21
Linux-2.6.19(2006-11-29),Coraid,14,0.21
Linux-2.6.19(2006-11-29),P.A. Semi,13,0.19
Linux-2.6.19(2006-11-29),Miracle Linux,13,0.19
Linux-2.6.19(2006-11-29),Cisco,12,0.18
Linux-2.6.19(2006-11-29),Emulex,11,0.16
Linux-2.6.19(2006-11-29),Voltaire,11,0.16
Linux-2.6.19(2006-11-29),Atomide,11,0.16
Linux-2.6.19(2006-11-29),VMWare,11,0.16
Linux-2.6.19(2006-11-29),Symantec,10,0.15
Linux-2.6.19(2006-11-29),NVIDIA,9,0.13
Linux-2.6.19(2006-11-29),Toshiba,9,0.13
Linux-2.6.19(2006-11-29),Citrix,9,0.13
Linux-2.6.19(2006-11-29),SYSGO,9,0.13
Linux-2.6.19(2006-11-29),U.S. Naval Research Laboratory,9,0.13
Linux-2.6.19(2006-11-29),Open Grid Computing,8,0.12
Linux-2.6.19(2006-11-29),Hauppauge,8,0.12
Linux-2.6.19(2006-11-29),SANPeople,7,0.10
Linux-2.6.19(2006-11-29),Cosmosbay~Vectis,7,0.10
Linux-2.6.19(2006-11-29),SONY,6,0.09
Linux-2.6.19(2006-11-29),Wave Computing,6,0.09
Linux-2.6.19(2006-11-29),Rockwell,6,0.09
Linux-2.6.19(2006-11-29),LSI,6,0.09
Linux-2.6.19(2006-11-29),Embedded Alley Solutions,5,0.07
Linux-2.6.19(2006-11-29),University of Queensland,5,0.07
Linux-2.6.19(2006-11-29),US National Security Agency,5,0.07
Linux-2.6.19(2006-11-29),Bull SAS,5,0.07
Linux-2.6.19(2006-11-29),AMD,5,0.07
Linux-2.6.19(2006-11-29),CC Computer Consultants,4,0.06
Linux-2.6.19(2006-11-29),CodeSourcery,4,0.06
Linux-2.6.19(2006-11-29),Huawei,4,0.06
Linux-2.6.19(2006-11-29),Promise Technology,3,0.04
Linux-2.6.19(2006-11-29),Panasonic,3,0.04
Linux-2.6.19(2006-11-29),NEC,3,0.04
Linux-2.6.19(2006-11-29),LWN,3,0.04
Linux-2.6.19(2006-11-29),Pengutronix,3,0.04
Linux-2.6.19(2006-11-29),Telargo,3,0.04
Linux-2.6.19(2006-11-29),Analog Devices,3,0.04
Linux-2.6.19(2006-11-29),Phoenix,3,0.04
Linux-2.6.19(2006-11-29),DELL,3,0.04
Linux-2.6.19(2006-11-29),Microgate,3,0.04
Linux-2.6.19(2006-11-29),Bootlin,3,0.04
Linux-2.6.19(2006-11-29),IPUnity-Glenayre,3,0.04
Linux-2.6.19(2006-11-29),Wolfson Microelectronics,2,0.03
Linux-2.6.19(2006-11-29),Nokia,2,0.03
Linux-2.6.19(2006-11-29),AML,2,0.03
Linux-2.6.19(2006-11-29),Freebox,2,0.03
Linux-2.6.19(2006-11-29),GNU,2,0.03
Linux-2.6.19(2006-11-29),Wacom,2,0.03
Linux-2.6.19(2006-11-29),Wireless Cables Inc.,2,0.03
Linux-2.6.19(2006-11-29),Elan Digital Systems,2,0.03
Linux-2.6.19(2006-11-29),OpenedHand,2,0.03
Linux-2.6.19(2006-11-29),Barco,2,0.03
Linux-2.6.19(2006-11-29),ARM,2,0.03
Linux-2.6.19(2006-11-29),Linutronix,2,0.03
Linux-2.6.19(2006-11-29),8D Technologies,2,0.03
Linux-2.6.19(2006-11-29),ANDURAS,2,0.03
Linux-2.6.19(2006-11-29),SIGMA Chemnitz,2,0.03
Linux-2.6.19(2006-11-29),ALT Linux,2,0.03
Linux-2.6.19(2006-11-29),Areca,1,0.01
Linux-2.6.19(2006-11-29),Macq Electronique,1,0.01
Linux-2.6.19(2006-11-29),Eurek srl,1,0.01
Linux-2.6.19(2006-11-29),CompuLab,1,0.01
Linux-2.6.19(2006-11-29),NULL,1,0.01
Linux-2.6.19(2006-11-29),CISCO,1,0.01
Linux-2.6.19(2006-11-29),ARISTA,1,0.01
Linux-2.6.19(2006-11-29),rPath,1,0.01
Linux-2.6.19(2006-11-29),STMicroelectronics,1,0.01
Linux-2.6.19(2006-11-29),ITO,1,0.01
Linux-2.6.19(2006-11-29),GREY,1,0.01
Linux-2.6.19(2006-11-29),Uplogix,1,0.01
Linux-2.6.19(2006-11-29),Plan B Disaster Recovery,1,0.01
Linux-2.6.19(2006-11-29),Nucleus Systems,1,0.01
Linux-2.6.19(2006-11-29),MEV Limited,1,0.01
Linux-2.6.19(2006-11-29),Ericsson,1,0.01
Linux-2.6.19(2006-11-29),Teamlog,1,0.01
Linux-2.6.19(2006-11-29),Adaptec,1,0.01
Linux-2.6.19(2006-11-29),Selenic Consulting,1,0.01
Linux-2.6.19(2006-11-29),Reflex Security,1,0.01
Linux-2.6.19(2006-11-29),Studio EnneEnne,1,0.01
Linux-2.6.19(2006-11-29),FC-Group,1,0.01
Linux-2.6.19(2006-11-29),DiBcom,1,0.01
Linux-2.6.19(2006-11-29),Digi International,1,0.01
Linux-2.6.19(2006-11-29),Pardus Linux,1,0.01
Linux-2.6.19(2006-11-29),Tresys,1,0.01
Linux-2.6.19(2006-11-29),Stratus Technologies,1,0.01
Linux-2.6.19(2006-11-29),Sierra Wireless,1,0.01
Linux-2.6.19(2006-11-29),Nortel,1,0.01
Linux-2.6.19(2006-11-29),Wipro,1,0.01
Linux-2.6.19(2006-11-29),Malloch Digital Design,1,0.01
Linux-2.6.19(2006-11-29),3M Company,1,0.01
Linux-2.6.19(2006-11-29),Stream Vision,1,0.01
Linux-2.6.19(2006-11-29),Unisys,1,0.01
Linux-2.6.19(2006-11-29),MSC Vertriebs GmbH,1,0.01
Linux-2.6.19(2006-11-29),Wytron Technology,1,0.01
Linux-2.6.19(2006-11-29),Transmode Systems,1,0.01
Linux-2.6.18(2006-09-19),Red Hat,911,14.41
Linux-2.6.18(2006-09-19),Hobbyists,823,13.02
Linux-2.6.18(2006-09-19),Novell,632,10.00
Linux-2.6.18(2006-09-19),IBM,565,8.94
Linux-2.6.18(2006-09-19),Intel,469,7.42
Linux-2.6.18(2006-09-19),Unknown,378,5.98
Linux-2.6.18(2006-09-19),Linux Foundation,237,3.75
Linux-2.6.18(2006-09-19),Consultants,166,2.63
Linux-2.6.18(2006-09-19),Oracle,165,2.61
Linux-2.6.18(2006-09-19),SGI,141,2.23
Linux-2.6.18(2006-09-19),Linutronix,138,2.18
Linux-2.6.18(2006-09-19),Movial,112,1.77
Linux-2.6.18(2006-09-19),Imagination Technologies,93,1.47
Linux-2.6.18(2006-09-19),Academics,81,1.28
Linux-2.6.18(2006-09-19),HP,75,1.19
Linux-2.6.18(2006-09-19),QLogic,73,1.15
Linux-2.6.18(2006-09-19),Fujitsu,71,1.12
Linux-2.6.18(2006-09-19),SIMTEC,63,1.00
Linux-2.6.18(2006-09-19),NetApp,60,0.95
Linux-2.6.18(2006-09-19),MontaVista,54,0.85
Linux-2.6.18(2006-09-19),Freescale,53,0.84
Linux-2.6.18(2006-09-19),Parallels,49,0.78
Linux-2.6.18(2006-09-19),"Rowland Institute, Harvard",43,0.68
Linux-2.6.18(2006-09-19),Astaro,39,0.62
Linux-2.6.18(2006-09-19),Marvell,36,0.57
Linux-2.6.18(2006-09-19),Broadcom,36,0.57
Linux-2.6.18(2006-09-19),XMission,36,0.57
Linux-2.6.18(2006-09-19),Mellanox Technologies,33,0.52
Linux-2.6.18(2006-09-19),SANPeople,33,0.52
Linux-2.6.18(2006-09-19),Canonical,30,0.47
Linux-2.6.18(2006-09-19),Emulex,29,0.46
Linux-2.6.18(2006-09-19),NEC,27,0.43
Linux-2.6.18(2006-09-19),Tripeaks,23,0.36
Linux-2.6.18(2006-09-19),Cisco,21,0.33
Linux-2.6.18(2006-09-19),Google,21,0.33
Linux-2.6.18(2006-09-19),Myricom,20,0.32
Linux-2.6.18(2006-09-19),Toshiba Computer,20,0.32
Linux-2.6.18(2006-09-19),LSI,19,0.30
Linux-2.6.18(2006-09-19),SteelEye,18,0.28
Linux-2.6.18(2006-09-19),NVIDIA,17,0.27
Linux-2.6.18(2006-09-19),Voltaire,16,0.25
Linux-2.6.18(2006-09-19),P.A. Semi,15,0.24
Linux-2.6.18(2006-09-19),Miracle Linux,14,0.22
Linux-2.6.18(2006-09-19),OpenedHand,13,0.21
Linux-2.6.18(2006-09-19),Microgate,13,0.21
Linux-2.6.18(2006-09-19),Samsung,12,0.19
Linux-2.6.18(2006-09-19),Atomide,12,0.19
Linux-2.6.18(2006-09-19),Pengutronix,12,0.19
Linux-2.6.18(2006-09-19),Telargo,10,0.16
Linux-2.6.18(2006-09-19),Citrix,10,0.16
Linux-2.6.18(2006-09-19),Solid Boot,10,0.16
Linux-2.6.18(2006-09-19),VA LINUX,10,0.16
Linux-2.6.18(2006-09-19),SONY,9,0.14
Linux-2.6.18(2006-09-19),Mandriva,9,0.14
Linux-2.6.18(2006-09-19),EXAR,8,0.13
Linux-2.6.18(2006-09-19),USAGI,8,0.13
Linux-2.6.18(2006-09-19),Wave Computing,8,0.13
Linux-2.6.18(2006-09-19),AMD,8,0.13
Linux-2.6.18(2006-09-19),US National Security Agency,8,0.13
Linux-2.6.18(2006-09-19),Cecropia,7,0.11
Linux-2.6.18(2006-09-19),CC Computer Consultants,7,0.11
Linux-2.6.18(2006-09-19),NTT,6,0.09
Linux-2.6.18(2006-09-19),CodeSourcery,6,0.09
